transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,payment_method,discount_applied,transaction_status,review_text
TX_0000003489,CUST0421,2025-01-15,SK-613,31,278000,Bank Transfer,7.0,Completed,"Item matches picture, very satisfied"
TX_0000001611,CUST0202,2024-07-04,CU-359,15,75000,Credit Card,21.0,Completed,
TX_0000007994,CUST0970,2025-03-20,AO-976,35,287000,Debit Card,33.0,Completed,"Item matches picture, very satisfied"
TX_0000002195,CUST0269,2025-06-30,YA-518,23,121000,Debit Card,,Completed,
TX_0000005382,CUST0655,2025-06-14,BL-366,16,199000,Debit Card,0.0,Completed,
TX_0000000558,CUST0679,2025-09-21,JJ-638,12,306000,Debit Card,8.0,Completed,Item arrived safely
TX_0000005936,CUST0717,2024-09-07,BU-964,38,368000,Debit Card,10.0,Completed,"Safe shipping, nothing damaged"
TX_0000001208,CUST0150,2025-09-01,CQ-253,16,38000,Bank Transfer,46.0,Completed,
TX_0000007343,CUST0890,2024-10-05,AH-229,40,154000,Bank Transfer,34.0,Completed,
TX_0000004926,CUST0595,2025-09-17,RT-977,22,281000,E-wallet,6.0,Completed,
TX_0000001511,CUST0190,2025-07-09,KJ-745,14,270000,Debit Card,33.0,Completed,"Seller communicative, item is good"
TX_0000003830,CUST0457,2024-11-25,RV-385,7,116000,E-wallet,23.0,Completed,
TX_0000003733,CUST0448,2025-03-28,WZ-721,30,189000,Cash,13.0,Completed,
TX_0000007537,CUST0912,2024-12-27,CS-257,22,168000,Debit Card,11.0,Completed,
TX_0000003212,CUST0390,2025-03-22,EC-727,14,153000,Credit Card,11.0,Completed,
TX_0000003631,CUST0434,2025-06-20,PF-933,21,243000,Credit Card,2.0,Completed,Price worth it for the quality
TX_0000005608,CUST0681,2025-09-14,KS-394,17,117000,Credit Card,44.0,Cancelled,"Good quality, competitive price"
TX_0000008179,CUST0997,2025-01-26,NJ-529,23,489000,Debit Card,37.0,Completed,
TX_0000000267,CUST0033,2024-07-12,RG-464,36,461000,Bank Transfer,0.0,Completed,"High quality product, recommended"
TX_0000001141,CUST0140,2025-08-14,BP-433,3,202000,Debit Card,6.0,Completed,
TX_0000003163,CUST0384,2025-02-04,TB-677,35,295000,Credit Card,32.0,Completed,
TX_0000005838,CUST0705,2025-09-08,WH-146,28,458000,Cash,26.0,Cancelled,"Slow shipping, ordinary item"
TX_0000007536,CUST0912,2025-02-15,QP-599,6,494000,Cash,37.0,Cancelled,Won't buy here again
TX_0000001910,CUST0233,2025-09-20,TO-216,18,137000,E-wallet,8.0,Completed,Doesn't meet expectations
TX_0000007335,CUST0889,2025-02-19,VI-429,20,307000,E-wallet,6.0,Completed,Original and quality item
TX_0000006990,CUST0851,2024-11-23,AL-396,36,475000,Cash,14.0,Completed,"Good item, express shipping"
TX_0000000657,CUST0083,2024-12-23,CR-599,17,106000,Credit Card,45.0,Completed,"Good quality, competitive price"
TX_0000005816,CUST0702,2025-02-23,PQ-879,31,220000,Credit Card,43.0,Completed,
TX_0000005275,CUST0638,2025-09-17,KM-559,32,409000,E-wallet,35.0,Cancelled,
TX_0000000999,CUST0123,2024-11-12,PJ-657,20,489000,Bank Transfer,4.0,Pending,
TX_0000005002,CUST0605,2024-11-11,KR-070,22,430000,Debit Card,,Completed,
TX_0000002835,CUST0347,2024-05-11,CI-556,27,305000,Credit Card,1.0,Completed,"Product meets expectations, great"
TX_0000006965,CUST0846,2024-10-29,MB-617,36,325000,Cash,34.0,Completed,
TX_0000001238,CUST0154,2025-09-06,AJ-972,37,266000,E-wallet,3.0,Completed,
TX_0000006829,CUST0828,2024-11-01,YM-403,20,366000,Cash,7.0,Completed,
TX_0000005333,CUST0649,2024-03-02,HM-588,29,388000,E-wallet,11.0,Completed,
TX_0000006273,CUST0760,2025-01-10,YI-797,26,215000,Bank Transfer,29.0,Completed,
TX_0000002187,CUST0268,2024-10-24,FX-053,38,202000,E-wallet,10.0,Completed,
TX_0000001135,CUST0140,2025-08-18,XA-865,15,71000,Cash,42.0,Completed,
TX_0000001304,CUST0163,2024-11-20,US-136,30,376000,E-wallet,48.0,Completed,Responsive and helpful seller
TX_0000001628,CUST0203,2025-08-10,XN-704,16,153000,E-wallet,27.0,Completed,"Safe shipping, nothing damaged"
TX_0000006622,CUST0801,2025-08-17,UE-948,36,249000,E-wallet,41.0,Completed,
TX_0000001523,CUST0191,2025-09-01,TQ-352,9,390000,Credit Card,26.0,Completed,
TX_0000000359,CUST0049,2024-12-11,VQ-556,18,194000,Bank Transfer,32.0,Completed,
TX_0000000139,CUST0017,2024-12-17,EP-366,18,379000,Debit Card,29.0,Completed,
TX_0000000300,CUST0039,2025-06-01,LM-088,34,177000,Cash,26.0,Refunded,
TX_0000001557,CUST0195,2024-10-29,PX-078,16,243000,Bank Transfer,39.0,Completed,
TX_0000000383,CUST0051,2025-09-16,OR-512,16,265000,Credit Card,46.0,Completed,"Quality matches the price, decent enough"
TX_0000005682,CUST0690,2025-01-06,GB-424,15,315000,Debit Card,9.0,Completed,
TX_0000004696,CUST0563,2024-10-07,MG-283,29,336000,Cash,7.0,Completed,
TX_0000007910,CUST0962,2025-09-21,LL-151,25,93000,Credit Card,29.0,Completed,
TX_0000006949,CUST0844,2025-03-16,XT-544,11,360000,Credit Card,36.0,Completed,
TX_0000004813,CUST0579,2025-08-29,FM-781,31,132000,Debit Card,44.0,Completed,
TX_0000006634,CUST0802,2025-01-10,PK-602,34,142000,Cash,3.0,Cancelled,Poor quality for this price
TX_0000005663,CUST0688,2025-05-14,CW-560,10,321000,Credit Card,18.0,Completed,
TX_0000007836,CUST0952,2024-12-16,ME-223,32,469000,Bank Transfer,26.0,Completed,
TX_0000002722,CUST0330,2025-05-31,SS-344,31,187000,Bank Transfer,15.0,Completed,
TX_0000001933,CUST0235,2024-11-19,TS-763,12,151000,Credit Card,12.0,Completed,
TX_0000004997,CUST0605,2024-12-02,FO-456,35,336000,E-wallet,9.0,Refunded,"Premium quality, very satisfied"
TX_0000007373,CUST0894,2025-02-10,RE-852,29,237000,Cash,40.0,Completed,
TX_0000007419,CUST0899,2024-11-21,ZM-484,40,298000,E-wallet,29.0,Cancelled,
TX_0000004164,CUST0504,2024-11-21,XF-115,1,384000,Bank Transfer,13.0,Completed,"Item matches picture, very satisfied"
TX_0000006534,CUST0790,2024-12-15,TM-400,37,444000,E-wallet,13.0,Completed,
TX_0000003808,CUST0456,2025-04-14,ZK-335,30,356000,Cash,27.0,Refunded,
TX_0000007002,CUST0852,2024-11-12,EK-614,15,152000,E-wallet,17.0,Completed,Slightly disappointed with the finishing
TX_0000005129,CUST0619,2024-12-13,EP-665,28,244000,Debit Card,24.0,Completed,Bit overpriced but quality is okay
TX_0000004155,CUST0503,2024-08-19,TJ-997,25,427000,Cash,14.0,Completed,Very slow shipping
TX_0000004173,CUST0505,2025-01-23,XS-248,38,339000,Debit Card,31.0,Completed,
TX_0000000797,CUST0101,2025-02-18,WL-902,25,433000,Cash,3.0,Completed,Recommended seller
TX_0000002417,CUST0295,2025-09-12,GV-611,18,250000,E-wallet,30.0,Completed,
TX_0000000786,CUST0097,2024-11-26,QU-023,2,44000,Debit Card,25.0,Completed,"Super fast shipping, thanks"
TX_0000003159,CUST0384,2024-11-22,JB-231,31,472000,Credit Card,38.0,Completed,
TX_0000000124,CUST0015,2024-10-04,BQ-872,20,179000,Cash,6.0,Cancelled,
TX_0000002173,CUST0267,2025-07-07,EC-563,35,213000,Cash,6.0,Completed,
TX_0000005934,CUST0717,2025-05-31,AT-618,31,394000,E-wallet,15.0,Completed,
TX_0000005883,CUST0710,2025-08-10,GS-800,36,397000,Credit Card,16.0,Completed,"Quality item, packaging OK"
TX_0000004341,CUST0523,2025-09-10,ON-441,26,340000,Credit Card,33.0,Completed,
TX_0000000911,CUST0114,2025-03-25,HH-395,17,230000,Bank Transfer,43.0,Completed,A bit expensive but worth the quality
TX_0000002310,CUST0282,2025-09-14,MF-695,23,265000,Credit Card,47.0,Refunded,
TX_0000007681,CUST0934,2025-01-12,KL-605,11,22000,Bank Transfer,49.0,Pending,
TX_0000003635,CUST0738,2024-10-25,ZB-257,19,250000,Debit Card,,Completed,
TX_0000001258,CUST0156,2024-10-10,XS-765,40,249000,Debit Card,23.0,Completed,
TX_0000004459,CUST0540,2024-12-21,SA-947,20,170000,Cash,24.0,Completed,
TX_0000001179,CUST0145,2025-04-24,CC-545,14,38000,Debit Card,23.0,Completed,
TX_0000003651,CUST0435,2025-09-06,XJ-381,36,411000,E-wallet,27.0,Completed,
TX_0000000443,CUST0058,2025-02-21,GU-316,28,311000,Bank Transfer,37.0,Completed,
TX_0000007183,CUST0872,2025-01-13,OD-824,24,1100,Debit Card,41.0,Cancelled,
TX_0000001400,CUST0177,2024-11-26,DX-997,38,474000,Cash,13.0,Completed,
TX_0000001458,CUST0184,2025-02-09,TL-276,27,337000,Credit Card,20.0,Completed,
TX_0000007924,CUST0963,2024-07-29,ZY-182,27,419000,Cash,46.0,Completed,
TX_0000001055,CUST0128,2024-01-04,NQ-277,18,135000,Credit Card,2.0,Completed,Price matches quality
TX_0000003276,CUST0397,2024-06-20,PG-637,2,301000,E-wallet,,Cancelled,
TX_0000006300,CUST0764,2025-01-05,HQ-430,14,483000,Credit Card,18.0,Completed,
TX_0000003700,CUST0442,2025-08-03,QD-909,26,354000,Debit Card,29.0,Cancelled,"Good quality, competitive price"
TX_0000003760,CUST0451,2025-08-18,IF-780,24,172000,Cash,,Cancelled,"Quality product, attractive packaging"
TX_0000000930,CUST0137,2025-01-27,VA-304,29,466000,Cash,15.0,Completed,
TX_0000005817,CUST0702,2025-03-09,UD-949,24,270000,Debit Card,36.0,Pending,"Defective item, please replace"
TX_0000001830,CUST0224,2025-01-18,SF-587,7,481000,E-wallet,8.0,Completed,
TX_0000006946,CUST0844,2025-02-26,ZT-625,38,379000,Credit Card,18.0,Completed,
TX_0000004222,CUST0511,2025-02-03,YJ-873,5,105000,Bank Transfer,50.0,Completed,
TX_0000007521,CUST0910,2025-01-03,RK-188,19,64000,Credit Card,38.0,Completed,
TX_0000006604,CUST0799,2024-12-07,CK-571,33,121000,Cash,26.0,Completed,"100% original item, recommended"
TX_0000006933,CUST0843,2024-12-04,BJ-108,34,188000,E-wallet,31.0,Completed,
TX_0000002012,CUST0245,2025-07-04,YE-575,19,120000,Debit Card,35.0,Completed,"Original item, fast shipping"
TX_0000006229,CUST0755,2024-12-15,KP-019,34,206000,Bank Transfer,32.0,Completed,
TX_0000005588,CUST0679,2025-09-20,DA-969,18,474000,Debit Card,2.0,Completed,
TX_0000007865,CUST0957,2024-11-13,IS-392,37,59000,Cash,26.0,Completed,"Item arrived quickly, good condition"
TX_0000002607,CUST0318,2025-01-27,HU-812,3,325000,Cash,40.0,Cancelled,
TX_0000003265,CUST0395,2025-04-24,MB-256,21,403000,E-wallet,10.0,Completed,A bit overpriced in my opinion
TX_0000006211,CUST0751,2024-08-18,ZK-326,37,212000,E-wallet,49.0,Completed,"Item damaged upon arrival, disappointed"
TX_0000005459,CUST0662,2024-10-18,YQ-838,26,463000,Credit Card,18.0,Refunded,
TX_0000000007,CUST0002,2025-06-12,NW-872,7,337000,Credit Card,12.0,Completed,
TX_0000002981,CUST0365,2025-09-21,VK-759,20,301000,Cash,22.0,Completed,A bit disappointing for this price
TX_0000003362,CUST0407,2025-01-23,IQ-322,20,321000,Bank Transfer,29.0,Completed,
TX_0000001944,CUST0237,2025-01-22,ND-880,21,173000,E-wallet,37.0,Completed,
TX_0000005014,CUST0606,2025-05-03,VU-807,33,389000,Debit Card,28.0,Completed,
TX_0000007550,CUST0913,2025-05-11,RW-736,12,102000,E-wallet,48.0,Completed,
TX_0000006930,CUST0843,2025-01-23,BP-618,16,453000,E-wallet,33.0,Completed,"Product meets expectations, will buy again"
TX_0000006307,CUST0765,2025-09-24,WF-424,26,180000,Cash,36.0,Completed,
TX_0000005267,CUST0635,2025-02-03,MQ-296,25,123000,E-wallet,10.0,Completed,
TX_0000007545,CUST0913,2024-11-04,GI-655,2,221000,Debit Card,3.0,Completed,Recommended seller
TX_0000003135,CUST0382,2025-09-04,UG-012,11,51000,Bank Transfer,31.0,Completed,"Slow shipping, ordinary item"
TX_0000005228,CUST0630,2025-05-03,CO-060,18,198000,Credit Card,1.0,Completed,"Quality is okay, affordable price"
TX_0000002243,CUST0273,2025-07-16,ZK-918,23,474000,E-wallet,31.0,Pending,
TX_0000001475,CUST0187,2025-03-08,ZP-633,8,151000,Bank Transfer,35.0,Completed,
TX_0000006612,CUST0800,2025-03-08,PN-968,25,127000,Credit Card,46.0,Refunded,Size doesn't match expectations
TX_0000001890,CUST0230,2025-08-04,FT-622,15,469000,E-wallet,22.0,Completed,
TX_0000003436,CUST0415,2025-01-28,YA-345,19,153000,Debit Card,36.0,Completed,"Honest seller, item as described"
TX_0000005114,CUST0618,2025-07-01,XY-496,19,88000,Bank Transfer,18.0,Completed,"Amazing product, exceeds expectations"
TX_0000003706,CUST0443,2025-02-08,UG-739,5,203000,Debit Card,47.0,Completed,
TX_0000002022,CUST0247,2024-10-24,QO-682,32,475000,Bank Transfer,48.0,Completed,
TX_0000004021,CUST0483,2025-08-24,ZO-845,30,329000,Bank Transfer,3.0,Completed,"Safe packaging, not damaged"
TX_0000006711,CUST0812,2025-08-15,QE-821,15,325000,E-wallet,48.0,Completed,
TX_0000005862,CUST0707,2025-09-02,WM-738,14,355000,Bank Transfer,28.0,Completed,
TX_0000006683,CUST0808,2025-08-08,JD-706,18,483000,Debit Card,26.0,Pending,
TX_0000002659,CUST0323,2025-08-29,ZU-124,21,346000,Debit Card,26.0,Completed,5 stars for this product
TX_0000001131,CUST0139,2024-12-01,DP-978,18,475000,Cash,28.0,Completed,
TX_0000004954,CUST0599,2024-10-08,YT-787,17,250000,Bank Transfer,2.0,Completed,"Cheap price, decent quality"
TX_0000007427,CUST0899,2025-03-08,GM-144,30,175000,Credit Card,,Completed,"Product matches photo, good quality"
TX_0000005039,CUST0860,2025-08-15,AB-047,21,407000,Debit Card,21.0,Completed,
TX_0000004319,CUST0521,2025-07-22,OC-328,5,328000,E-wallet,18.0,Completed,
TX_0000007600,CUST0923,2024-11-25,VY-636,27,324000,Credit Card,,Completed,
TX_0000004145,CUST0502,2025-02-24,SI-485,16,490000,Bank Transfer,16.0,Completed,Responsive and helpful seller
TX_0000001237,CUST0154,2025-09-22,OA-181,19,472000,Credit Card,46.0,Completed,
TX_0000007940,CUST0965,2024-11-28,JU-725,31,212000,Cash,34.0,Completed,Disappointed with item quality
TX_0000007367,CUST0893,2025-09-08,TL-199,31,102000,Cash,30.0,Cancelled,
TX_0000002283,CUST0279,2025-02-26,SS-285,11,246000,Cash,,Completed,
TX_0000005573,CUST0676,2025-03-16,PQ-888,17,473000,E-wallet,45.0,Pending,
TX_0000007176,CUST0871,2025-08-21,QO-415,40,271000,Credit Card,11.0,Completed,
TX_0000004094,CUST0495,2024-12-31,GH-953,8,71000,Credit Card,49.0,Cancelled,
TX_0000004768,CUST0573,2024-11-03,AM-446,14,307000,Bank Transfer,3.0,Completed,Premium quality at affordable price
TX_0000006969,CUST0846,2024-10-02,HW-792,31,169000,E-wallet,2.0,Pending,Very slow shipping
TX_0000000387,CUST0052,2025-06-30,PB-271,12,120000,Cash,0.0,Completed,"Product meets expectations, will buy again"
TX_0000001629,CUST0203,2024-10-10,TD-158,20,284000,Bank Transfer,2.0,Completed,
TX_0000003586,CUST0431,2024-12-30,JO-850,21,425000,Credit Card,22.0,Completed,"Slow shipping, ordinary item"
TX_0000002715,CUST0329,2024-10-13,WO-592,19,255000,Credit Card,7.0,Cancelled,
TX_0000005355,CUST0651,2025-03-10,HT-276,16,443000,Bank Transfer,48.0,Completed,A bit expensive but satisfied with result
TX_0000005850,CUST0706,2025-05-24,HX-256,16,119000,Cash,36.0,Cancelled,
TX_0000007178,CUST0871,2025-08-16,UO-853,22,105000,Credit Card,44.0,Completed,Price worth it for the quality
TX_0000003190,CUST0387,2024-09-25,NX-707,25,372000,E-wallet,49.0,Completed,
TX_0000004306,CUST0519,2025-09-01,KX-333,2,21000,Debit Card,9.0,Cancelled,"Item matches picture, very satisfied"
TX_0000000910,CUST0114,2024-12-10,FW-226,17,223000,Debit Card,31.0,Completed,
TX_0000007443,CUST0902,2025-02-22,KW-289,34,304000,E-wallet,11.0,Completed,
TX_0000001867,CUST0228,2025-07-27,YX-865,35,297000,Cash,,Completed,
TX_0000001843,CUST0225,2024-11-25,DZ-081,17,56000,Bank Transfer,8.0,Completed,
TX_0000002498,CUST0307,2025-06-04,ZY-106,25,195000,E-wallet,9.0,Completed,
TX_0000006713,CUST0812,2025-07-07,XW-104,16,1139000,Bank Transfer,48.0,Completed,Standard quality for the price
TX_0000007557,CUST0915,2024-10-28,AT-516,15,157000,Debit Card,47.0,Completed,"Product meets expectations, great"
TX_0000005203,CUST0628,2025-07-14,AK-736,26,391000,Bank Transfer,17.0,Completed,
TX_0000004007,CUST0481,2025-08-28,LZ-619,20,115000,Bank Transfer,22.0,Completed,
TX_0000002703,CUST0328,2025-08-06,KK-397,21,485000,E-wallet,6.0,Completed,Size doesn't match expectations
TX_0000006742,CUST0817,2024-11-14,GQ-594,17,123000,Debit Card,29.0,Completed,
TX_0000000332,CUST0043,2024-12-12,FK-773,13,1308000,Debit Card,30.0,Completed,"Item damaged upon arrival, disappointed"
TX_0000004818,CUST0580,2024-10-20,DE-985,6,37000,Cash,,Completed,"Quality product, attractive packaging"
TX_0000004843,CUST0583,2024-12-21,TT-909,27,282000,Cash,28.0,Completed,"100% original item, recommended"
TX_0000002460,CUST0300,2025-02-19,WB-583,39,142000,Bank Transfer,12.0,Completed,
TX_0000001775,CUST0218,2024-12-25,BK-064,37,163000,Cash,48.0,Completed,Recommended seller
TX_0000005115,CUST0618,2025-03-16,DV-835,29,144000,Credit Card,20.0,Completed,
TX_0000005372,CUST0654,2025-06-28,VN-936,20,216000,Cash,40.0,Completed,
TX_0000002687,CUST0326,2025-03-27,FF-971,21,108000,Cash,8.0,Completed,"Item damaged upon arrival, disappointed"
TX_0000006912,CUST0839,2025-08-15,RX-018,20,435000,Cash,15.0,Completed,"Good quality, competitive price"
TX_0000006658,CUST0804,2025-01-29,LZ-694,23,301000,E-wallet,30.0,Cancelled,Bit disappointing from the photo
TX_0000005729,CUST0695,2025-08-16,DN-898,18,203000,Cash,0.0,Completed,
TX_0000006038,CUST0729,2024-01-19,IB-597,5,316000,E-wallet,7.0,Completed,
TX_0000006323,CUST0766,2025-08-19,WZ-683,15,87000,Bank Transfer,14.0,Refunded,
TX_0000006276,CUST0760,2025-02-11,NK-443,36,438000,Bank Transfer,5.0,Completed,
TX_0000005859,CUST0707,2024-11-16,WY-637,15,77000,Credit Card,2.0,Completed,Product matches description
TX_0000006180,CUST0748,2025-02-19,YX-088,25,396000,Debit Card,33.0,Completed,
TX_0000000174,CUST0021,2025-09-24,VM-557,24,374000,Debit Card,34.0,Completed,
TX_0000004616,CUST0555,2024-10-13,FI-252,4,419000,Credit Card,32.0,Completed,"Product meets expectations, great"
TX_0000003322,CUST0403,2025-04-29,HX-469,6,149000,Debit Card,35.0,Completed,Disappointed with item quality
TX_0000005578,CUST0678,2025-07-14,JM-633,19,339000,Cash,37.0,Completed,
TX_0000003373,CUST0408,2025-01-24,LC-510,22,374000,Debit Card,25.0,Completed,
TX_0000003312,CUST0401,2025-06-01,TC-660,10,289000,Credit Card,21.0,Completed,
TX_0000004919,CUST0595,2024-11-01,DD-153,29,262000,Debit Card,23.0,Cancelled,
TX_0000005107,CUST0618,2024-10-20,LU-974,30,238000,Bank Transfer,,Completed,
TX_0000006434,CUST0778,2025-03-17,VU-695,13,356000,E-wallet,16.0,Completed,High quality product
TX_0000006663,CUST0806,2025-03-04,YH-153,21,279000,E-wallet,37.0,Completed,Price matches quality
TX_0000003404,CUST0412,2025-03-09,NL-678,2,316000,Cash,16.0,Completed,
TX_0000000019,CUST0004,2025-01-18,WO-244,21,321000,Credit Card,47.0,Completed,Item arrived safely
TX_0000003692,CUST0442,2025-02-13,GU-599,30,491000,Credit Card,50.0,Completed,
TX_0000006200,CUST0750,2025-02-21,IC-732,20,313000,Credit Card,27.0,Completed,
TX_0000004097,CUST0496,2024-11-02,DN-833,17,156000,Cash,17.0,Completed,Response was slow but item is good
TX_0000003629,CUST0434,2024-12-05,DZ-435,27,349000,Debit Card,17.0,Completed,Shipping a bit slow but good item
TX_0000006496,CUST0784,2025-01-30,ZH-499,16,404000,Credit Card,12.0,Completed,
TX_0000002175,CUST0267,2024-12-11,HI-927,23,259000,E-wallet,40.0,Completed,Slightly disappointed with the finishing
TX_0000001357,CUST0168,2025-08-20,LX-512,33,349000,E-wallet,19.0,Cancelled,Very satisfied with this purchase
TX_0000007190,CUST0872,2025-01-19,MV-566,17,270000,E-wallet,29.0,Completed,
TX_0000007438,CUST0900,2025-02-17,LW-611,19,431000,Credit Card,10.0,Completed,"Slow shipping, ordinary item"
TX_0000003113,CUST0380,2025-01-25,AH-953,28,154000,Cash,20.0,Completed,Product doesn't match picture
TX_0000000183,CUST0022,2025-09-22,VD-582,3,198000,E-wallet,37.0,Completed,
TX_0000006411,CUST0776,2025-01-03,DM-462,20,144000,Debit Card,16.0,Completed,
TX_0000006489,CUST0784,2025-03-27,AT-653,17,87000,Credit Card,12.0,Completed,
TX_0000001813,CUST0221,2025-05-22,LW-134,19,421000,Bank Transfer,39.0,Completed,"Amazing product, highly recommended"
TX_0000005358,CUST0652,2024-10-26,DD-389,34,144000,Bank Transfer,40.0,Completed,
TX_0000005858,CUST0707,2025-03-21,CK-195,9,348000,Debit Card,18.0,Completed,Responsive and helpful seller
TX_0000001801,CUST0221,2025-04-19,TS-553,28,303000,Cash,10.0,Completed,"Competitive price, decent quality"
TX_0000002430,CUST0298,2024-10-03,XP-720,1,217000,Cash,32.0,Cancelled,
TX_0000006338,CUST0767,2025-02-26,ER-137,16,498000,Debit Card,27.0,Completed,
TX_0000005055,CUST0610,2025-02-25,GJ-069,39,365000,Debit Card,33.0,Completed,
TX_0000007076,CUST0741,2025-01-22,PG-321,21,437000,E-wallet,48.0,Completed,
TX_0000005720,CUST0694,2025-07-23,OP-281,15,166000,E-wallet,36.0,Completed,
TX_0000005466,CUST0662,2024-12-19,US-498,31,207000,E-wallet,3.0,Completed,
TX_0000007820,CUST0951,2024-11-26,WH-486,28,348000,Bank Transfer,16.0,Completed,
TX_0000004651,CUST0558,2025-09-23,UK-526,11,172000,Bank Transfer,44.0,Completed,
TX_0000001160,CUST0143,2024-12-02,HX-073,16,1375000,Bank Transfer,46.0,Cancelled,
TX_0000001214,CUST0152,2025-02-04,WV-201,27,246000,Cash,2.0,Completed,
TX_0000001326,CUST0165,2025-09-22,NY-292,33,181000,Credit Card,36.0,Completed,Product matches description
TX_0000005056,CUST0610,2024-12-20,ZH-773,32,221000,Cash,8.0,Completed,Very satisfied with this purchase
TX_0000001456,CUST0184,2025-01-27,EU-548,29,187000,E-wallet,31.0,Cancelled,
TX_0000004811,CUST0579,2024-10-30,UR-428,25,125000,Credit Card,3.0,Completed,
TX_0000006282,CUST0762,2025-02-27,RS-103,22,45000,Bank Transfer,27.0,Completed,"Standard quality, reasonable price"
TX_0000001645,CUST0206,2025-03-11,LJ-500,23,189000,Cash,45.0,Completed,"Safe packaging, not damaged"
TX_0000002141,CUST0263,2024-10-25,OU-767,15,287000,Credit Card,3.0,Completed,
TX_0000004537,CUST0547,2025-02-12,QA-227,40,500000,E-wallet,0.0,Refunded,
TX_0000004458,CUST0540,2024-11-08,PG-094,20,311000,Cash,2.0,Completed,
TX_0000006624,CUST0801,2025-03-25,GU-242,27,251000,Debit Card,46.0,Completed,
TX_0000004379,CUST0528,2024-10-16,QB-886,18,103000,Cash,35.0,Completed,Good product for this price range
TX_0000000730,CUST0092,2025-08-02,HH-700,29,361000,Credit Card,,Completed,
TX_0000004358,CUST0525,2025-03-24,ZM-641,31,224000,Credit Card,33.0,Completed,"Good item, express shipping"
TX_0000001937,CUST0236,2025-09-17,FQ-055,23,286000,Cash,25.0,Completed,Responsive and helpful seller
TX_0000003794,CUST0454,2024-11-25,RN-621,6,464000,Cash,30.0,Completed,
TX_0000007654,CUST0930,2025-08-18,PS-673,24,166000,Credit Card,10.0,Completed,A bit disappointing for this price
TX_0000007068,CUST0858,2025-07-02,HT-245,26,177000,Cash,46.0,Completed,"Super fast shipping, thanks"
TX_0000005860,CUST0707,2025-01-11,BK-118,24,60000,Cash,39.0,Completed,"Item arrived quickly, good condition"
TX_0000001111,CUST0136,2025-09-03,OB-063,24,258000,E-wallet,29.0,Cancelled,Size doesn't match expectations
TX_0000006661,CUST0805,2024-11-19,DX-743,10,443000,Bank Transfer,28.0,Completed,
TX_0000002999,CUST0368,2024-12-27,ES-880,19,102000,Cash,23.0,Completed,
TX_0000002395,CUST0293,2025-05-14,HL-965,26,362000,Bank Transfer,28.0,Completed,Disappointed with item quality
TX_0000001186,CUST0147,2024-10-17,DQ-935,15,281000,Bank Transfer,24.0,Completed,
TX_0000002008,CUST0245,2025-07-14,EZ-546,35,428000,Debit Card,1.0,Completed,
TX_0000000194,CUST0023,2025-01-19,GG-284,20,131000,Credit Card,22.0,Completed,
TX_0000006555,CUST0793,2024-11-15,MS-264,13,489000,E-wallet,13.0,Completed,
TX_0000000579,CUST0072,2024-12-19,AU-158,24,416000,Bank Transfer,8.0,Completed,
TX_0000000772,CUST0097,2025-02-11,VA-686,16,245000,Debit Card,43.0,Completed,Good product for this price range
TX_0000002396,CUST0293,2025-04-28,ZZ-750,32,348000,E-wallet,3.0,Completed,"Thick bubble wrap packaging, safe"
TX_0000008123,CUST0988,2025-01-12,LM-458,17,457000,E-wallet,49.0,Completed,Bit disappointing from the photo
TX_0000001847,CUST0227,2024-11-15,WC-407,18,203000,Credit Card,29.0,Completed,
TX_0000006856,CUST0832,2025-09-02,DI-903,36,467000,E-wallet,1.0,Completed,
TX_0000004275,CUST0516,2024-12-30,EW-327,40,124000,Bank Transfer,33.0,Completed,"Packaging not neat, but item is okay"
TX_0000003741,CUST0449,2025-01-24,OS-809,17,314000,Cash,35.0,Completed,
TX_0000004601,CUST0553,2024-10-20,AK-524,26,168000,E-wallet,17.0,Completed,
TX_0000005274,CUST0637,2024-10-13,OW-289,28,224000,Cash,23.0,Completed,Bit overpriced but quality is okay
TX_0000005455,CUST0662,2024-12-20,FM-904,31,445000,Bank Transfer,0.0,Completed,
TX_0000002074,CUST0254,2025-02-05,YQ-376,31,458000,Cash,20.0,Completed,"Amazing product, exceeds expectations"
TX_0000001897,CUST0231,2024-11-30,SU-297,37,289000,Cash,25.0,Completed,"Quality item, packaging OK"
TX_0000006044,CUST0730,2024-10-08,TI-379,1,452000,Credit Card,24.0,Completed,
TX_0000003660,CUST0437,2025-09-07,NH-666,24,259000,Debit Card,17.0,Completed,
TX_0000002380,CUST0291,2025-09-02,RN-016,21,143000,Cash,17.0,Completed,"Quality matches the price, decent enough"
TX_0000001448,CUST0183,2024-10-26,QJ-506,22,34000,Bank Transfer,15.0,Completed,"Product meets expectations, great"
TX_0000000343,CUST0045,2024-12-10,NS-145,22,300000,Debit Card,27.0,Completed,
TX_0000007234,CUST0876,2025-02-21,MK-094,18,482000,Cash,21.0,Completed,"Slow shipping, ordinary item"
TX_0000002528,CUST0311,2024-11-21,YR-875,31,170000,Debit Card,25.0,Completed,"Great product, will order again"
TX_0000000728,CUST0092,2025-01-07,IL-592,4,484000,Cash,32.0,Completed,"High quality product, recommended"
TX_0000004578,CUST0551,2024-09-29,YT-118,22,380000,Cash,24.0,Completed,
TX_0000000977,CUST0121,2024-11-01,CB-761,22,190000,E-wallet,12.0,Completed,
